{CODIGO=POSRANGP, NOMBRE=CONTIENE EL NUMERO FINAL PARA EL RANGO DE CONSULTAS PAGINADAS., TIPO=N, VALOR=50, LOGIN=GAMBLE, FECHAUPD=2021-03-01 00:13:27.0, APLICACION=6, VERSION=0}
{CODIGO=ENMSNCRM, NOMBRE=Validar si se envia el MSN de soporte de redencion de campanas de CRM, Envia = (S) o No Envia = (N)., TIPO=C, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:09:18.0, APLICACION=1, VERSION=0}
{CODIGO=IMSOPCRM, NOMBRE=Imprimir soporte de redencion de campanas CRM en el pto. venta, Imprime = (S) o No Imprime = (N)., TIPO=C, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:09:18.0, APLICACION=1, VERSION=0}
{CODIGO=MSNRECRM, NOMBRE=Mensaje para impresion de soporte de redencion de campanas de CRM en el punto de venta., TIPO=C, VALOR=Felicidades! Has redimido tu premio. Recuerda dar tu numero de cedula con cada compra que realices. Tenemos muchos premios para ti!, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:09:18.0, APLICACION=1, VERSION=0}
{CODIGO=PARSSSMS, NOMBRE=Contiene los parametros de conexion para enviar SMS desde el SocketServer, parametro=valor., TIPO=C, VALOR=tipoMensajeProveedor=PRUEBA_CODESA;idColaborador=SUPERGIROS;idAgencia=SUPERGIROS;idSistemaOrigen=15;timeOutExterno=15000;usuarioSms=codesasms;passwordSms=e342c2b0db77b4f4fbe4c79acb984f24;urlSistemaExterno=http://172.23.3.183:8080/SMS/webresources/service/invoke, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:09:18.0, APLICACION=1, VERSION=0}
{CODIGO=DOCUBOLE, NOMBRE=C¿digos del Documento para Boleteria WARENA (papeleria Dian), TIPO=N, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:09:18.0, APLICACION=17, VERSION=0}
{CODIGO=INFOCLFI, NOMBRE=Imprimir datos del cliente que acumula puntos: 1. imprimir datos, 2. cedula, 3. nombres, 4. puntos., TIPO=A, VALOR=S;N;N;S;, LOGIN=GAMBLE, FECHAUPD=2024-07-29 16:41:45.0, APLICACION=5, VERSION=0}
{CODIGO=INPLANDE, NOMBRE=INSERT CONFIGDESTINOS (S o N)|PUNTO VENTA PLANTILLA, ZONA DEL PUNTO VENTA CREADO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:09:30.0, APLICACION=6, VERSION=0}
{CODIGO=TCOMPGAN, NOMBRE=TEXTO A IMPRIMIR DE COMPLETA Y GANA EN ENCABEZADO DE LA TIRILLA DE IMPRESION. MIN 3 MAX 8 CARACTERES, TIPO=A, VALOR=GANO, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:10:26.0, APLICACION=2, VERSION=0}
{CODIGO=MSGAYUDV, NOMBRE=MENSAJE A MOSTRAR PARA EL AYUDA VENTAS., TIPO=A, VALOR=Esta es la ventana de ayuda ventas estamos para servirle. No olvide que siempre tiene mas oportunidades de ganar con el IVA; COMODIN; PROMOCION MUNDIAL y muchos mas productos para ayudarte a ti., LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:10:27.0, APLICACION=5, VERSION=0}
{CODIGO=APLPROAV, NOMBRE=PRODUCTOS HABILITADOS PARA EL AYUDA VENTAS, SEPARADOS POR PUNTO Y COMA (;) ., TIPO=A, VALOR=1;3, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:10:27.0, APLICACION=5, VERSION=0}
{CODIGO=UTILAVTA, NOMBRE=DETERMINA SI SE ACTIVA (S) O SE DESACTIVA (N) EL AYUDA VENTAS., TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:10:27.0, APLICACION=5, VERSION=0}
{CODIGO=ACOMSORT, NOMBRE=IDENTIFICA SI EL ACUMULADO DE DOBLEACIERTO SE HACE POR FECHA DE SORTEO(S) O POR FECHA DE VENTA(N), TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:12:03.0, APLICACION=7, VERSION=0}
{CODIGO=MSGIVAPV, NOMBRE=CONTIENE EL MENSAJE PARA MOSTRAR EN LA FORMA IVA DEL PUNTO DE VENTA., TIPO=A, VALOR=¿Desea incrementar el valor de su premio?, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:12:27.0, APLICACION=6, VERSION=0}
{CODIGO=VZONACUP, NOMBRE=PARAMETRO VALIDACION DE CUPO PAPELERIA VENDEDORES POR ZONAS, TIPO=A, VALOR=S~,1010,1011,1431,1696,1703,1708,1692,1077,1390,1409,, LOGIN=GAMBLE, FECHAUPD=2020-07-30 11:39:59.0, APLICACION=5, VERSION=0}
{CODIGO=REASIGV, NOMBRE=REASIGNACION CONSECUTIVOS VALORES(RANGO DE DIAS INACTIVIDAD, EJECUCION PROCESOS DE REASIGNACION), TIPO=A, VALOR=|15|N|, LOGIN=GAMBLE, FECHAUPD=2020-06-08 01:12:29.0, APLICACION=5, VERSION=0}
{CODIGO=VAACMEGA, NOMBRE=VALIDA ACUMULADOS REMOTOS PARA MEGAAGUINALDO [S]i o [N]o, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2020-11-20 21:03:05.0, APLICACION=5, VERSION=0}
{CODIGO=EXCLUIPV, NOMBRE=REQUIERECLAVE PROD VIRTUALES QUE NO SE ELIMINARAN DE CONSOLIDADO EMPRESA AL MOMENTO DE VENTA TAT, TIPO=A, VALOR=M,C,J,L,X,N,S,BP,D,Z,RP,BT,BLT, LOGIN=GAMBLE, FECHAUPD=2022-11-15 11:29:44.0, APLICACION=15, VERSION=0}
{CODIGO=DOCSIMCA, NOMBRE=CODIGO DEL DOCUMENTO PARA SIMCARD LOTERIA FISICA (PAPELERIA DIAN), TIPO=N, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2021-11-08 10:27:37.0, APLICACION=17, VERSION=0}
{CODIGO=DOCRASPF, NOMBRE=CODIGO DEL DOCUMENTO PARA RASPE FISICO (PAPELERIA DIAN), TIPO=N, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2021-11-08 10:28:06.0, APLICACION=17, VERSION=0}
{CODIGO=URLLOFIV, NOMBRE=Indica si (S) o no (N) habilita funcionalidad de reemplazar IP del Gateway de loteria fisica mobile., TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2023-08-29 11:09:04.0, APLICACION=15, VERSION=0}
{CODIGO=SVURLMIC, NOMBRE=Parametro que indica la URL del microservicio de sivical, TIPO=A, VALOR=http://10.184.88.61:8015/sivical/enviar, LOGIN=GAMBLE, FECHAUPD=2021-10-18 22:35:31.0, APLICACION=6, VERSION=0}
{CODIGO=SVURL, NOMBRE=Parametro que indica la URL de sivical, TIPO=A, VALOR=http://10.158.84.142, LOGIN=GAMBLE, FECHAUPD=2021-10-18 22:35:31.0, APLICACION=6, VERSION=0}
{CODIGO=SVPATSER, NOMBRE=Parametro que indica la ruta del servicio de sivical, TIPO=A, VALOR=serviciowebsivical/service.asmx, LOGIN=GAMBLE, FECHAUPD=2021-10-18 22:35:31.0, APLICACION=6, VERSION=0}
{CODIGO=SVCLAVE, NOMBRE=Clave de SIVICAL, TIPO=A, VALOR=5qvqx8I6ZSAmZ3LOCmUmqaQSAUec8Of1, LOGIN=GAMBLE, FECHAUPD=2021-10-18 22:35:31.0, APLICACION=6, VERSION=0}
{CODIGO=RENVSNS, NOMBRE=PARAMETRO PARA ACTIVACION DE RE ENVIOS AL MICROSERVICIO DE LA SUPERSALUD, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2022-04-10 23:20:07.0, APLICACION=5, VERSION=0}
{CODIGO=PIDEMPEQ, NOMBRE=Parametro con ID de la empresa corredor para manejo de equivalencias: tipoDocumento, TIPO=N, VALOR=999, LOGIN=GAMBLE, FECHAUPD=2022-04-10 23:20:11.0, APLICACION=6, VERSION=0}
{CODIGO=CAMBIMPR, NOMBRE=CAMBIAR IMPRESION REPORTE CIERRE DE VENTA OPCION 7 S[SI]=COLOCADOR|UTILIDAD N[NO]=VENDEDOR|COMISION, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2022-04-10 23:20:12.0, APLICACION=19, VERSION=0}
{CODIGO=PATAPROX, NOMBRE=INDICA SI EL ESCRUTINIO CON APROXIMACIONES PARA PATA ESTA ACTIVO (S) O INACTIVO (N), TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2022-04-10 23:20:12.0, APLICACION=7, VERSION=0}
{CODIGO=URLEPYM2, NOMBRE=URL EPAYMENT MOBILE NUEVA FORMA, TIPO=A, VALOR=N*1.1.1.1:3357/x/ValidarUsuario&N;URLEPAYTOKEN#http://1.1.1.1:3355/MicroservicioEpayment/TokenOperacion, LOGIN=GAMBLE, FECHAUPD=2023-07-16 21:36:13.0, APLICACION=15, VERSION=0}
{CODIGO=PINCOBTJ, NOMBRE=Parametro que indica si el producto incentivo se vende con la preventa de varios tipos de juegos, TIPO=A, VALOR=S|107, LOGIN=GAMBLE, FECHAUPD=2023-01-03 09:46:36.0, APLICACION=6, VERSION=0}
{CODIGO=LIMTIME, NOMBRE=Tiempo maximo en segundos entre socketServer y clientes/WS proveedores, TIPO=N, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2022-04-10 23:23:49.0, APLICACION=5, VERSION=0}
{CODIGO=SVLDTIME, NOMBRE=Servicios que validaran los tiempos de las transaccion entre SocketServer y Sockets/WS del proveedor, TIPO=A, VALOR=,12,, LOGIN=GAMBLE, FECHAUPD=2022-04-10 23:23:49.0, APLICACION=5, VERSION=0}
{CODIGO=IMPAPLEY, NOMBRE=Impresion de SOAT cuando aplica descuento de ley 2161, TIPO=A, VALOR=Se¿or usuario usted ha sido beneficiado con el descuento otorgado con la ley 2161 de 2021 por cumplir con los 3 requisitos exigidos en la ley., LOGIN=GAMBLE, FECHAUPD=2022-04-10 23:23:55.0, APLICACION=5, VERSION=0}
{CODIGO=IMPNPLEY, NOMBRE=Impresion de SOAT cuando NO aplica descuento de ley 2161, TIPO=A, VALOR=Se¿or usuario no ha sido beneficiado con el descuento otorgado con la ley 2161 de 2021. Por favor validar con la compa¿¿a de seguros la posible causa comunic¿ndose a al linea nacional 01800011935., LOGIN=GAMBLE, FECHAUPD=2022-04-10 23:23:55.0, APLICACION=5, VERSION=0}
{CODIGO=CONFTRAS, NOMBRE=CONFIG AUTO DE CONDICIONES DE TRASLADOS AL CAMBIAR PTO VTA EN BNET S[SI] N[NO] CV[SOLO CONTRATO CV], TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2022-04-10 23:22:03.0, APLICACION=19, VERSION=0}
{CODIGO=TISEEGIN, NOMBRE=Indica en que tipo servicio debe consolidar la operacion de envio giro internacional, TIPO=A, VALOR=EI, LOGIN=GAMBLE, FECHAUPD=2018-10-18 10:26:12.0, APLICACION=22, VERSION=0}
{CODIGO=TISEPGIN, NOMBRE=Indica en que tipo servicio debe consolidar la operacion de pago giro internacional, TIPO=A, VALOR=PI, LOGIN=GAMBLE, FECHAUPD=2018-10-18 10:26:12.0, APLICACION=22, VERSION=0}
{CODIGO=TISESGIN, NOMBRE=Indica en que tipo servicio debe consolidar la operacion de protegiro internacional, TIPO=A, VALOR=SI, LOGIN=GAMBLE, FECHAUPD=2018-10-18 10:26:12.0, APLICACION=22, VERSION=0}
{CODIGO=BALOTGEN, NOMBRE=VALIDA SI SE PAGA PREMIO BALOTO CON USUARIO GENERICO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2023-08-13 23:27:09.0, APLICACION=19, VERSION=0}
{CODIGO=MAXSGIRO, NOMBRE=VALIDA SI LA EMPRESA CONSULTA EL CONSOLIDADO MATRIX Y SUPERGIROS AL MISMO TIEMPO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2023-08-13 23:27:09.0, APLICACION=19, VERSION=0}
{CODIGO=LINEAPAT, NOMBRE=DETERMINA EL NUMERO DE LINEAS JUGADAS DE PATA MILLONARIA, SI ES 1 VALIDA PREVENTA DEL VENDEDOR. , TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2023-08-13 23:27:11.0, APLICACION=5, VERSION=0}
{CODIGO=CLAVEUSV, NOMBRE=Clave de usuario de plataforma SIVICAL, TIPO=A, VALOR=Entrada1+, LOGIN=JBOSS, FECHAUPD=2023-12-01 00:32:19.0, APLICACION=6, VERSION=0}
{CODIGO=USSIVCAL, NOMBRE=Usuario de plataforma SIVICAL, TIPO=A, VALOR=reddeserviciosdecordoba@record.com.co, LOGIN=JBOSS, FECHAUPD=2023-12-01 00:32:19.0, APLICACION=6, VERSION=0}
{CODIGO=VALMACSV, NOMBRE=Indica si se captura la (MAC) o tomar el registro del campo terminal de la tabla FORMULARIOS (SEQ), TIPO=A, VALOR=MAC, LOGIN=JBOSS, FECHAUPD=2023-12-04 11:09:47.0, APLICACION=6, VERSION=0}
{CODIGO=VALMACCA, NOMBRE=Indica si envia la mac (MAC) o el Codigo de la Tabla MAC_EQUIPO_SEQ (SEQ) para TRAMA CAUCA y SIVICAL, TIPO=A, VALOR=SEQ, LOGIN=JBOSS, FECHAUPD=2023-12-01 00:32:19.0, APLICACION=6, VERSION=0}
{CODIGO=VALIMIAN, NOMBRE=VALIDA MINUTOS DE ANULACION S/N, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:42:35.0, APLICACION=6, VERSION=0}
{CODIGO=CLNIDSNS, NOMBRE=clientIdSivical de plataforma SIVICAL, TIPO=A, VALOR=492320d7-c9f2-4d8c-8860-721d52885fac, LOGIN=JBOSS, FECHAUPD=2023-12-01 00:32:20.0, APLICACION=6, VERSION=0}
{CODIGO=CODNOINC, NOMBRE=Codigo de incentivo cuando son apuestas que no son incentivo con/sin cobro, TIPO=A, VALOR=2542023120100000, LOGIN=JBOSS, FECHAUPD=2023-12-06 12:38:48.0, APLICACION=6, VERSION=0}
{CODIGO=LICOBTMT, NOMBRE=# DE LINEAS COMO ESPACIOS ENTRE (ENCAB Y CUERPO|CUERPO Y PIEPAG|PIEPAG Y ENCAB) PARA BLT Y MLT, TIPO=A, VALOR=0|1|3, LOGIN=GAMBLE, FECHAUPD=2024-04-14 21:53:57.0, APLICACION=5, VERSION=0}
{CODIGO=TITUBLTM, NOMBRE=ENCABEZADO DEL FORMULARIO DE BALOTO PARA LAS MOVILES, TIPO=A, VALOR=BALOTO - REVANCHA?AUTORIZA COLJUEGOS?JUGAR LEGAL ES APOSTARLE?A LA SALUD?OPERADOR NACIONAL DE JUEGOS SAS?NIT 901591461-5?CONTRATO C1855 / 09 MAYO 2022?AC26 No 69 D 91 P 3 Bogota D.C.?LINEA NAL:01 8000 416 822, LOGIN=GAMBLE, FECHAUPD=2024-04-14 22:17:45.0, APLICACION=5, VERSION=0}
{CODIGO=PIEBLTM, NOMBRE=PIE DE PAGINA FORMULARIO DE BALOTO PARA MOVILES, TIPO=A, VALOR=Juega bien. Ser responsable es parte?del juego. Jugar sin control causa?adiccion. El juego es entretenimiento.?juega con moderacion.El jugador es responsable de la integridad del tiquete y?acepta que los numeros impresos en este representan con certeza su seleccion. Prohibida la venta a menores de edad.Este tiquete es un documento al portador.Plan de premios para Baloto y Revancha..5/43+1/16..5/43+0/16..4/43+1/16..4/43+0/16..3/43+1/16..3/43+0/16..2/43+1/16..0/43+1/16.Forma de Pago: premios menores a 182 UVT se pagan en PDV autorizados.Premios iguales o superiores a 182 UVT se pagan unicamente en la entidad fiduciaria.Prescripcion Extintiva:1 ano(Articulo 12 Ley 1393 de 2010)., LOGIN=GAMBLE, FECHAUPD=2024-04-14 22:16:18.0, APLICACION=5, VERSION=0}
{CODIGO=PIEMLT2, NOMBRE=PIE DE PAGINA FORMULARIO DE MILOTO PARA PDA, TIPO=A, VALOR=Juega bien. Ser responsable es parte?del juego. Jugar sin control causa?adiccion. El juego es entretenimiento.?juega con moderacion.El jugador es responsable de la integridad del tiquete y acepta que los numeros impresos en este representan con certeza su seleccion.Prohibida la venta a menores de edad.Este tiquete es un documento al portador.Plan de premios para Miloto: 5/39..4/39..3/39 y 2/39.Forma de Pago: premios menores a 182 UVT se pagan en PDV autorizados. Premios iguales o superiores a 182 UVT se pagan unicamente en la entidad fiduciaria.Prescripcion Extintiva:1 ano(Articulo 12 Ley 1393 de 2010)., LOGIN=GAMBLE, FECHAUPD=2024-04-01 16:55:44.0, APLICACION=5, VERSION=0}
{CODIGO=TITUMLT2, NOMBRE=ENCABEZADO DEL FORMULARIO DE MILOTO PARA LAS PDA, TIPO=A, VALOR=MILOTO - AUTORIZA COLJUEGOS?JUGAR LEGAL ES APOSTARLE A LA SALUD?OPERADOR NACIONAL DE JUEGOS SAS?NIT 901591461-5?CONTRATO C1855 / 09 MAYO 2022?AC 26 No 69 D 91 P 3 Bogota D.C.?Linea Nal:01 8000 416 822, LOGIN=GAMBLE, FECHAUPD=2024-04-01 16:54:30.0, APLICACION=5, VERSION=0}
{CODIGO=IDKEYMLT, NOMBRE=ID DE LA EMPRESA Y CLAVE PARA EL JWT DE MILOTO (ID;CLAVE|ID;CLAVE), TIPO=A, VALOR=88;800040390-0|, LOGIN=GAMBLE, FECHAUPD=2024-05-02 22:16:13.0, APLICACION=5, VERSION=0}
{CODIGO=ACTJWTML, NOMBRE=ACTIVAR ESTANDAR DE JWT TOKEN EN MILOTO (S o N), TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2024-05-02 22:16:41.0, APLICACION=5, VERSION=0}
{CODIGO=SERVPLAY, NOMBRE=PARAMETRO QUE PERMITE LA VENTA DE RECARGA DE PANIPLAY O BETPLAY, TIPO=N, VALOR=699, LOGIN=USER, FECHAUPD=2024-04-14 22:21:26.0, APLICACION=6, VERSION=0}
{CODIGO=CLNTGNRC, NOMBRE=DATOS CLIENTE GENERICO PARA ENVIO FACTURACION DIAN, TIPO=A, VALOR=13|222222222222|Consumidor,Final|R-99-PN|-10|notificacionesrecord@record.com.co, LOGIN=GAMBLE, FECHAUPD=2024-04-14 21:54:03.0, APLICACION=6, VERSION=0}
{CODIGO=URLAPI, NOMBRE=Endpoint del webservice de Facelet MS API DIAN, TIPO=N, VALOR=https://facelect.codesa.com.co/fe-ms-recibe-documentos-pos/service/v1/RecepcionDocumentos.wsdl, LOGIN=GAMBLE, FECHAUPD=2024-04-14 21:54:04.0, APLICACION=6, VERSION=0}
{CODIGO=DELAYAPI, NOMBRE=Indica cada cuantos minutos se va a realizar la validdacion de facturas Dian MS API DIAN, TIPO=A, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2024-04-14 21:54:04.0, APLICACION=6, VERSION=0}
{CODIGO=DELAYINI, NOMBRE=Indica cada cuantos minutos se validara las facturas en estado I, TIPO=A, VALOR=5, LOGIN=GAMBLE, FECHAUPD=2024-04-14 21:54:04.0, APLICACION=6, VERSION=0}
{CODIGO=IVAAPI, NOMBRE=Porcentaje del IVA actualmente MS API DIAN, TIPO=A, VALOR=19, LOGIN=GAMBLE, FECHAUPD=2024-04-14 21:54:04.0, APLICACION=6, VERSION=0}
{CODIGO=TIMOUT, NOMBRE=timeout para consumir el servicio de facturas Dian MS API DIAN, TIPO=A, VALOR=30000, LOGIN=GAMBLE, FECHAUPD=2024-04-14 21:54:04.0, APLICACION=6, VERSION=0}
{CODIGO=TEFEI, NOMBRE=Tiempo para emitir a la DIAN las facturas en estado I, TIPO=A, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2024-04-14 21:54:05.0, APLICACION=6, VERSION=0}
{CODIGO=RECAUROL, NOMBRE=ROLES DE APLICACI¿ PARA EL RECAUDO, TIPO=A, VALOR=410, LOGIN=SPLEX4300, FECHAUPD=2023-01-05 17:23:33.0, APLICACION=15, VERSION=0}
{CODIGO=CVCANCEL, NOMBRE=CONTRATO VENTAS PERMITE CANCELAR CV INCLUSO SI TIENE LF/RASPES DISPONIBLES, TIPO=A, VALOR=N, LOGIN=USER, FECHAUPD=2023-02-26 23:02:39.0, APLICACION=6, VERSION=0}
{CODIGO=CJSPCHA, NOMBRE=CONFIGURAR LA CLASE DE JUEGO PARA EL SUPERCHANCE, TIPO=N, VALOR=825, LOGIN=GAMBLE, FECHAUPD=2023-02-26 23:02:40.0, APLICACION=5, VERSION=0}
{CODIGO=IMPSOAXA, NOMBRE=Encabezado y pie de pagina de impresi¿separado por ~, TIPO=A, VALOR=Se solicita autorizaci¿al tomador para tratamiento de sus datos y se le informa que las pol¿icasde tratamiento de datos y la posibilidad de modificarlos o eliminarlos est¿en la p¿ina ACS~Conserva tu recibo y descarga tu p¿izaen nuestra p¿ina ACS Las autoridades de control de tr¿sitodeben verificar la  tenencia del SOAT mediante la consulta en l¿eaen tiempo real de la base del RUNT por medio de dispositivos m¿ilesSi tienes cualquier inquietud comun¿atea nuestras l¿easde atenci¿al cliente, en Bogot?235757 y en el resto del pa¿01-8000-512620., LOGIN=GAMBLE, FECHAUPD=2023-02-26 23:02:40.0, APLICACION=20, VERSION=0}
{CODIGO=USASERIA, NOMBRE=HABILITA (S) O INHABILITA (N) EL SELECTOR SERIADO DEL ACORDEON DE CHANCE, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2023-03-10 11:09:36.0, APLICACION=5, VERSION=0}
{CODIGO=PACDESIN, NOMBRE=HABILITA EN LA IMPRESION LA LEYENDA INCENTIVO CON/SIN COBRO Y EL NOMBRE DEL PRODUCTO INCENTIVO (S/N), TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2023-02-26 23:02:44.0, APLICACION=6, VERSION=0}
{CODIGO=DONDIPRD, NOMBRE=Indica SI activa[S] o no[N] la redencion de pts DONDI|Vlr minimo a redimir|;PRD habilitado a redimir, TIPO=A, VALOR=S|600|;1;2;3;4;5;6, LOGIN=GAMBLE, FECHAUPD=2024-07-05 14:51:05.0, APLICACION=6, VERSION=0}
{CODIGO=TIDONDI, NOMBRE=Tiempo de espera para las peticiones enviadas por DONDI (SEGUNDOS)., TIPO=A, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2024-04-28 23:55:32.0, APLICACION=6, VERSION=0}
{CODIGO=TPJSPINC, NOMBRE=TIPOS DE JUEGO DE SUPERCHANCE ESTABLECIDOS COMO INCENTIVOS CON COBRO (TIPOJUEGO;TIPOJUEGO), TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2024-04-28 23:55:37.0, APLICACION=6, VERSION=0}
{CODIGO=DVIDEVAL, NOMBRE=PARAMETRO QUE PERMITE SUPERAR EL VALOR TOTAL PAGADO DEL FORMULARIO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2024-04-28 00:00:00.0, APLICACION=5, VERSION=0}
{CODIGO=IMPDATOS, NOMBRE=VALIDA SI EN LA IMPRESION DEL PREMIO SE AGREGAN NUEVOS DATOS, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2024-04-28 00:00:00.0, APLICACION=19, VERSION=0}
{CODIGO=ACUPUNTC, NOMBRE=HABILITA LA OPCION DE ACUMULAR PUNTOS A USUARIOS CON CV Y/O CP. [N] NO ACUMULA, [S] SI ACUMULA, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2024-04-28 00:00:00.0, APLICACION=5, VERSION=0}
{CODIGO=VNDTVAP, NOMBRE=Validar Numero Detallevtasotrosproductos , TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2024-04-28 23:55:42.0, APLICACION=17, VERSION=0}
{CODIGO=PCONTCVS, NOMBRE=PARAMETRO CONSULTA VR VTA BRUTA EN TABLA CONSOLIDADOVENTASERVICIO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2024-04-28 23:57:13.0, APLICACION=6, VERSION=0}
{CODIGO=RUTRECOM, NOMBRE=URL QUE INVOCA MICROSERVICIO DE RECOMENDACION.EL PRIMER CARACTER INDICA SI USA EQUIVALENCIA DE IP, TIPO=A, VALOR=N|https://test-datawarehouse.codesa.com.co/api-data-ms-datawarehouse/modelo-recomendacion, LOGIN=GAMBLE, FECHAUPD=2024-04-28 23:57:14.0, APLICACION=6, VERSION=0}
{CODIGO=INVRECOM, NOMBRE=INVOCAR RECOMENDACIONES PRODUCTOS DESDE EL PUNTO DE VENTA (S) = SI / (N) = NO., TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2024-04-28 23:57:14.0, APLICACION=6, VERSION=0}
{CODIGO=CANIMPRS, NOMBRE=CONTROLAR LA CANTIDAD DE VECES PARA IMPRIMIR LOS RESULTADOS DE LAS LOTERIAS (S|3=SI|NUM VECES, N=NO), TIPO=A, VALOR=N|3, LOGIN=GAMBLE, FECHAUPD=2024-04-28 23:57:21.0, APLICACION=6, VERSION=0}
{CODIGO=CLIPAG, NOMBRE=REGISTRO Y/O CONSULTA DE CLIENTES EN EL PAGO DE PREMIOS, TABLA CLIENTES (S) O TABLA PERSONAS (N), TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2024-04-28 23:57:23.0, APLICACION=5, VERSION=0}
{CODIGO=URLMICJS, NOMBRE=Indica URL del microservicio SIVICAL sf-ms-pim-replica-sivical, TIPO=A, VALOR=http://10.195.88.21:8461/api-ms-pim-replica-sivical/enviar, LOGIN=JBOSS, FECHAUPD=2023-12-01 00:32:20.0, APLICACION=6, VERSION=0}
{CODIGO=SNSURLLO, NOMBRE=Indica URL del servicio para generar Token de Seguridad en Plataforma SIVICAL, TIPO=A, VALOR=https://b2csupersalud.b2clogin.com/tfp/b2csupersalud.onmicrosoft.com/B2C_1_LoginApi/oauth2/v2.0/token/, LOGIN=JBOSS, FECHAUPD=2023-12-01 00:32:20.0, APLICACION=6, VERSION=0}
{CODIGO=SNSLLAVE, NOMBRE=Clave RSA SIVICAL JSON, TIPO=A, VALOR=<?xml version= '1.0' encoding='utf-16'?><RSAKeyValue xmlns:i='http://www.w3.org/2001/XMLSchema-instance' xmlns:xsd='http://www.w3.org/2001/XMLSchema'><Modulus>xQyU9lCvgqRcjU7ZCyMDjKi/VuFg8oQGLgV9luWBeDP5TkVZntihIXvmv5sjaPUqejI2EnXEhcrFgzq2Bi8bXFAxsirYpcv5JNVAZL8Qh1LwD5WCQgWqSSiOhnsLWXa5Suy27t0EYQ0upTZMLglwAEv9luaGcP/pUZ8icNhQK/0=</Modulus><Exponent>AQAB</Exponent></RSAKeyValue>, LOGIN=JBOSS, FECHAUPD=2023-12-04 10:35:15.0, APLICACION=6, VERSION=0}
{CODIGO=SNSURL, NOMBRE=Indica la URL de la plataforma SIVICAL JSON, TIPO=A, VALOR=https://sivical.supersalud.gov.co, LOGIN=JBOSS, FECHAUPD=2023-12-01 00:32:20.0, APLICACION=6, VERSION=0}
{CODIGO=CJDIAJAN, NOMBRE=TODAS LAS POSIBLES CUENTAS QUE SE PUEDEN DIGITAR EN CAJAS DIARIAS JAVA NUEVA, TIPO=A, VALOR=,47,, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:17:30.0, APLICACION=18, VERSION=0}
{CODIGO=CJDIOPCV, NOMBRE=LAS POSIBLES OPCIONES QUE PUEDE EJECUTAR GRABAR O BORRA UNA TRANSACCION ,+,-,, TIPO=A, VALOR=,+,-,, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:17:30.0, APLICACION=18, VERSION=0}
{CODIGO=PPREEDIT, NOMBRE=PERMISO EDICION DE CLIENTES GANADORES A LA HORA PAGAR PREMIOS, TIPO=A, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2013-05-04 00:00:00.0, APLICACION=7, VERSION=4}
